sentiment	numberagreed	tweetid	tweet
positive	3	424649	Pela primeira vez tenho vontade de comprar um protatil.O psv está muito legal.Vamo ver o que a nintendo tem para mostrar daqui a pouco.
positive	3	26058	Deus me surpreende a cada dia...hj foi um deles... =]
neutral	3	249105	Acabou de postar uma nova foto ~http 
negative	3	587553	Putz não consigo conectar a minha Canon com o Dragon Stop Motion! :(
positive	3	96954	Mais eu sei q nos podemos chegar a minha meta de hoje né ?? então minhas coloridas(os) sigam e indiquem :D
negative	3	667016	rsrsrs vc canta muito; mal (@InterativaFM live on ~http )
neutral	3	555097	pessoal daqui a 30 minutos a NINTENDO se apresenta para a E3 2011
negative	3	332429	acabei de derramar um litro de água na cama ;s
neutral	3	1322814	Google e Microsoft dominam 60% do tempo gasto pelo brasileiro na rede.  ~http
neutral	3	158834	Dica pra ganhar seguidores  ~http  Com surpresa de seguidores
positive	3	447616	haaaaa troquei o meu cel ; agora tou com o Samsung Wave 533 ; ele é lindo *-*
neutral	3	1229567	Entenda o que a Sony fez comigo: ~http 
negative	3	750805	O maior erro dos pais e nao admitir que nao foram adolescentes!!!
negative	3	2560275	Paris Hilton tem dinheiro mas é pobre de  muitas coisas...
positive	3	334569	Dei meio dorminid para o leo; e ele todo fortao ~http  um inteiro. Kkkk foi todo relaxado para o mundo de Bianca.
positive	3	1490622	gente esqueci de contar hoje ganhei um nike muito fofo *-*
positive	3	640611	VIAJAR AMANHÃ? OBAAAAAAAAAAAAA!
positive	3	791019	Usei o SH-RH como creme de hidratação. Amei o resultado vale muito a pena gastar um pouquinho mais
positive	3	496230	parabéns a sony por estar chegando a loja playstation no brasil. espero que o brasileiro saiba dar valor. reclama que não tem nada
positive	3	748444	Eu gostei de um vídeo do YouTube ~http 
positive	3	2024594	Vou comprar meu nike *-*
positive	3	692882	Parabéns Corinthians!!!! Somos mesmo uma Nação!!
positive	3	395426	Eu gostei de um vídeo do YouTube -- Grandes Vlogs - Fada do Dente ~http 
neutral	3	1213457	Batalha do século: IPhone 4 versus Samsung Galaxy S
neutral	3	488842	Eu sigo @user e quero ganhar uma Câmera Digital Samsung 14.2 na promoção: ~http 
negative	3	366247	que video parado _|_ (@maaah_loopes live on ~http )
neutral	3	2262829	Eu sei o que você está fazendo; Nintendo ~http 
positive	3	2053007	Legal é o Nick chegando pra apresentar na abertura da loja da Microsoft com seu iPhone e iPad a tiracolo HAHAHAHA ISSO AII NICHOLAS!!
positive	3	735313	muuuuitoo lindo o depoimento que eu recebi do meu amoor *-*
positive	3	735390	Uma ótima idéia para a utilização das mídias sociais: adidas | name the London 2012 official match football: ~http 
neutral	3	772002	Like e Berenice foi show ontem no pavilhão da festa de Santana; e hoje vai ser show no xale em Caicó.
neutral	3	441139	Combo Claro Flex : 3 linhas com aparelhos e mais de 500 minutos para qualquer operador por apenas 197;90; (1BB Bold 9000) (2 samsung c276)
neutral	3	545394	tenho uma Adidas Predator Absolute pra vender :D
positive	3	1182969	Estou feliz com o tempo que consegui fazer na corrida do circuito Adidas etapa primavera.
positive	3	1494663	oi; voltei; fui lah na BackWash e comprei um Nike 6.0 meio esquisito mais bunitinho *-*
positive	3	733620	Que bom que as aulas começam quarta! Porque ai; são só 3 dias de aula! HSAUHSUAHSUHA
negative	3	520012	hoje eu estou boladao
positive	3	51203	vou comer pastellllllll
negative	3	617737	terça-feira o sony disse que era viado #GameFutebol
negative	3	33976	Meu Deus todo santo dia eu me machuco --'
negative	3	1229536	MP3 já está pela 2 vez na assistência técnica há 23 dias. Pergunta: Caso seja a situação de substituição; a Sony n poderia já ter feito?
negative	3	2010273	Obrigado à Microsoft por fuder com meu computador. Passarei mais algumas horas à noite tentando salvá-lo.
neutral	3	419419	ja vou indo ja ta tarde bjssss
neutral	3	557417	Paris Hilton PMMB PixelArt Que tal esse novo servico ~http  muito mais seguidores pra voce
negative	3	403664	Árbitro: Antonio F. de Carvalho Schneider/RJ LADRÃO MALDITOOOOOOOOOOOOOOOOOOOOOOOOO
neutral	3	1698961	Pessoal; Promoçao do HD 1 Tera Sata2 Samsung ~http  Confira no #MagazineCuritiba Divulge com RT para seus amigos !
positive	3	70759	Agora sim porra Vamo Que Vamo como nos velhos tempos :B
positive	3	437474	Hj vou comecar a pegar firme nos estudos!!!!
neutral	3	118921	Seis meses depois de organizar Paris Hilton em sua casa; Luke's deu a Kesha a oportunidade de cantar vocais de fundo para o single de Hilton
neutral	3	898481	vo desligar o nintendo e ja volto
positive	3	1272883	Dia 07 no feriado vem curtir edição especial da LIIBRA com lançamento da NIKE !!!!!!!!!! ~http
negative	3	489859	pessoas prometem coisas e nao cumprem.. falam demaaaaaaaais!
neutral	3	1545751	A POP TRADE conquista TOP DE MARKETING de 2011 -  case SAMSUNG – COMO IR DA 4ª A 1ª NO MERCADO ADOTANDO O TRADE MARKETING COMO PRIORIDADE
neutral	3	1252236	Promoção Tweete e Ganhe sorteia uma Câmera Digital Sony Cybershot! Participe com apenas 1 tweete. ~http  #tweeteganhe
neutral	3	562592	Vendo Ufc #Andersonsilva
positive	3	449824	saaaaaindo aqui meus amores . indo pro banhojinho ; beeijos . &lt;3
positive	3	792	Uma pessoa tão especiiaL aniversariando hoje! @user #ParabénsMinhaAmiga
negative	3	2087695	Eu tenho um driver samsung no xbox 360 e não consigo rodar o assassin's creed brotherhood. me ajudem por favor!! vlw!
positive	3	893002	uowww Radiojornal  Sequência.! contornamos as dificuldades e tudo deu certo no final!
positive	3	1494651	comprei um nike 6.0 ontem mto GAY mas eh bunitinho ahsuahsuahsau
neutral	3	282138	vcs ja viram algun ser humano usar o umbigo como forma ??
positive	3	421297	Boa Tarde!!!!
negative	3	76082	Cara; a Apple faturando 10 bi a mais que a Microsoft e famílias aqui no Brasil com renda mensal de 50 reais. Nojo é pouco...
neutral	3	2120817	Eu sigo @user e quero ganhar 1 Tablet SAMSUNG GALAXY estou concorrendo; de RT e concorra tb; infos: ~http 
positive	3	2490904	Compras de nike e reebok. axo xique! adoro
positive	3	1268366	Oque você faz quando para num Semáforo; ao lado de um Audi TT (ouvindo Linkin Park) ??? &gt;&gt;&gt;&gt; Aposta Corrida !!!!!!
positive	3	352379	show da @user esse sabado! vamo ae geral!
positive	3	2521759	Caaara; esse nike que minha avó me deu é o melhor tenis que eu já calcei EVER!!
neutral	3	1319017	Tudo sobre os jogos desta quarta-feira pela Uefa Champions League; Supercopa da França e Copa Audi !! ~http
neutral	3	87724	sim e vc @user ?
neutral	3	2021214	Se você pudesse ser convidado para a festa de aniversário de uma pessoa; de quem seria? — Paris Hilton *-* ~http 
negative	3	80775	to super fudido em calculo I preciso de 30 em 34 #superfudido
positive	3	2344162	Só faltou o @user pra propaganda da Nike ficar perfeita.
neutral	3	1201538	Eu sigo o @user e concorro a um Nintendo Wii; clique ~http  e participe também! #promocao #zoonadocelular
neutral	3	2365485	Alguem tem um carregador da samsung para me emprestar ai ?! :s
negative	3	2171941	Rabo preso é outra coisa! kkk @user Apple acusa Samsung de copiar iPad e iPhone ~http 
neutral	3	1170213	Namco e Microsoft "lançam" grátis maior jogo de Pac Man do mundo (Notícias) ~http  via @user
positive	3	817951	Dias melhores estão por vir.
negative	3	89261	só se fala desse centenario! q buceta! grande bosta
negative	3	2536	Fui barrada. Sou perigosa? #Medo
positive	3	456973	Photo: › Dou risada sozinho imaginando coisas que eu queria que acontecesse. ~http
neutral	3	1363631	Iniciando os teste do Microsoft Office 2010
negative	3	244705	a segunda morreu achatada contra o assoalho; a terceira caiu na tua mão. E foi a que mais doeu !
neutral	3	736939	HOJEEEEEEEEEE (véspera de feriado) LIMELIGHT & HI-FI; Quinta e Sexta LIMELIGHT; Sábado HI-FI... lili.eventos@uol.com.br
neutral	3	690289	lalah_ferreira @user ¬¬'
negative	3	2373660	quero jogar meu Pokemon de nintendo DS' mais como meu pc não liga e eu to no notbook; não daa née' #HEELLL
neutral	3	2050148	prefiro jogar a copa chevette; e ganhar do que ir pra COPA AUDI e tomar um banho de bola; do time B do barcelona #CopaAudiNoEi
positive	3	2076478	flw lindos vou jogar super mario! no nintendo ke eu acabei de achar!
negative	3	1280254	Perdi meu celular!!! Samsung Omnia Pro (B7320L)...
na	3	918643	Daew Gente tenho 2 noticias ruim e boa ; a boa e qe vou ganhar um Nintendo Wii☺ ; a ruim e qe amanha vou  ter prova☹
neutral	3	1128332	Hoje a tarde A @user já estará no @user montando toda a estrutura do AUDI DTCC para este final de semana.
positive	3	2451479	Ótima idéia do @user RT: @user HD externo é feito em fita de Super Nintendo ~http 
neutral	3	545395	tenho uma chuteira da adidas pra vender  :p
positive	3	2588685	Não sou tão fã do Ronaldo; mas esse comercial da Nike é realmente digno de uma lenda ~http 
negative	3	256585	me deu uma tristeza do nada dai a @user fala: peraí que eu vou botar uma musica pra tu chorar *o* KKK sálouca &lt;3
negative	3	567581	melhor dizendo... eu sou feia né
negative	3	1091132	KKKKKKKKK O PESSOAL DA SONY COLOCO VMB KKKKKKK BANDO DE BURROS NOSSA OLHA SÓ
neutral	3	1085391	Um monitor sem fios de 27 polegadas da Samsung - Lançamentos - TechTudo ~http  via @user
negative	3	544800	to na igreja; é muito barulho :/
positive	3	892260	Paarabens meu amor!!! Estou muito feliz! @user  Quero te ver com todos seu planos sonho e desejos realizados! LVU
negative	3	407370	Só é dificil me ver alegre.
negative	3	582294	Uns ainda m falam; q o eltinho é melhor do q o lucas mendes; soh pq ele ataca.... o lucas mendes naum ia fazer aquelas merdas....
positive	3	526903	Escolhi você no meio de 7 bilhões de pessoas e escolheria de novo; no meio de 14 trilhões se necessário.
positive	3	210400	Adoro o #bigfollow pois é simples e objetivo: ~http 
positive	3	330101	AAH @user mimiu aki a gente saiu juntas ontem foi muito boooom \o\o\o\
negative	3	1229562	Perguntas desconexas: o que fede mais: cocô ou xixi? Sony lhe respeita como consumidor?
neutral	3	1819282	Só 10 caixas postais? RT @user RT @user UOL HOST e Microsoft anunciam o lançamento do UOL HOST Exchange ~http 
positive	3	649992	Fiquei a tarde toda com as minhas amiugas (os) lindos e o lindo do Luís! :D
neutral	3	2561417	Câmera Digital Samsung ES70 - R$ 270;00 c/ frete incluso pra todo o Brasil. Entrem em contato.
negative	3	728039	puta q pariu :@ tem 3 seres aki de 7 anos me enchendo :@
positive	3	1630728	Começando um dos melhores eps de seinfeld na sony agora; o do estacionamento. Run!
neutral	3	194500	ensaio fui
negative	3	785056	Nada bom… Menos de 10BB's… Agora é cruzar os dedos…. #RSopen
positive	3	728245	aii eu amo vcs beliebers !!! o que seria de mim sem outras fãss  ;)
neutral	3	170513	Capa em silicone gel S-Type curve TPU Premium para Smartphone Samsung Galaxy SII. Apenas R$ 39;90. Frete Grátis... ~http 
neutral	3	1201541	Eu quero ganhar 1 Tablet SAMSUNG GALAXY dia 30/06/2011; estou seguindo @user e concorrendo; de RT e concorra tb; infos: #multiloja.com
neutral	3	1230212	#GANHE um PlayStation 2 Slim Sony #Promoção Mamãe & Bebê do site de vendas da @user Clique e Concorra: ~http
positive	3	2467627	Uhuuuu!!!! Meu celular samsung galaxy ta quase chegando...Android voltou...hááááá´!!!!!
neutral	3	2451501	HD Externo Samsung 1TB por apenas 254;00 no @user ~http  Já comprei! Obrigado @user pela dica.
negative	3	743805	é muita coisa errada pra um mundo só :/
positive	3	2287097	+ do projeto do @user e @user na Argentina ~http  Dessa vez uma matéria da Sony de lá... ;)
negative	3	177333	Que preguiça de levanta da cama :s
positive	3	550380	Fiz 15 anos \o/
neutral	3	488808	Quero ganhar uma bela Camera Digital Samsung ES65. É só seguir a @user e concorrer ~http  #Compex21anos sempre com você.
positive	3	840126	Hj o Mario completa 30 anos  uns dos icones da Nintendo que nasceu em 1981 e hj completa 30 anos #HappyBirthdayMario
negative	3	378241	Steam recebe a versão errada de Dead Island dos desenvolvedores:  Faltando poucos dias para o lançamento de Dea... ~http
positive	3	567934	Passando só para dar boa noite!!!
positive	3	367626	o nike do chaz ortiz é muito lindoooo
positive	3	1020030	Novos EEE pc: depois de usarmos linux para conseguir descontos da microsoft no round 1; só vendemos com windows agora; surpresa! ...
positive	3	1233390	[GT] 24 H Spa: Filipe Albuquerque e a Audi em Spa com objectivo bem definido - "Queremos vencer!" — ~http 
positive	3	280709	jogando nintendo wii !!!!
negative	3	1964888	Ai que raiva!!! Tô a dias tentando instalar a uma atualização do samsung apps e nada...
negative	3	76170	meu pai levou o PC pra formatar ; e ele ta bem estranho; sumiram os favoritos e tals ; UXAAAA
negative	3	1168720	Kkkkkkkkkk a Nintendo mostrou o WiiU; foi poir q vê a vó pelada !
neutral	3	1288921	Quem já está inscrito e registado para o Evento na Microsoft - Windows Phone 7 - e não tem meio de deslocação.... ~http 
neutral	3	143035	03/11: PROMOÇÃO Monitor LCD 22 Samsung (T220) de 649;00 por 549;00 (6x) ~http 
positive	3	1179003	a Samsung é melhor #propagandasemfrescura
negative	3	480759	Esperando o #Hamburguer chegar ; ta demorando pra crlh pra chegar já mané namoral . :@
neutral	3	400689	Workshop de Gestão e Relacionamento com Clientes. Em clínicas e hospitais. Neste sábado! ~http 
positive	3	564833	Faz plakinha pra mim meuu (@giuliafrota live on ~http ))
positive	3	233160	"O jeito é dar uma 'corridinha' com vc" Rsss fui com o maridão Rsss!
positive	3	71851	Entre indas e vindas me resumo feliz. entre altos e baixos me resumo equilibrada
neutral	3	64771	Sigam e RT @user + @user #sorteio em 07/01 HD 1;5TB Samsung ~http  ~http 
positive	3	83335	E também estou muito ansiosa para que chegue logo dezembro pra que minha amiigah Lays chegue logo to morrendo de saudades (L)♥
positive	3	48644	Estive lendo twittes aqui... Só rindo; e ALTO...
positive	3	668462	Anciosa pra ver a despedida de @user vc sempre  sera inesquecivél
neutral	3	174553	Arrumando as malas...
negative	3	397671	Que bosta; vão ficar com ps vita. Pessoal da sony tá ruim para nomes.
neutral	3	1123873	Site para profissionais certificados da Microsoft é atualizado: ~http 
positive	3	793850	Heei amanhã; faço 16 anos hihi me da parabéns adiantado? (@Giiograssi live on ~http )
neutral	3	2406399	Review: Audi A1; a dinâmica porta de entrada | Jalopnik Brasil ~http  via @user
neutral	3	676423	Acho que irei pintar meu cabelo de preto ..
negative	3	328264	Aula de português um téeedio !
positive	3	733343	Jesus como é bom Te Ter comigo;eu Te Amo mais do eu mesma possa imaginar!Meu Lindo sou totalmente dependente de Ti..
positive	3	1769946	Minha mãe conseguiu instalar o super nintendo aqui em casa kkkkkkkk....to relembrando os velhos tempos muito doido poskaopksa
neutral	3	912129	Audi R8: Elton John leiloa dois exemplares cromados: Audi R8: Elton John leiloa dois exemplares cromados ~http
neutral	3	336460	vou cópiar a matéria e depois me arrumar.
positive	3	212831	Bom dia!! Aos brilhantes profissionais @user @user @user @user @user @user @user.
negative	3	374248	aaaaaaaaaaaaaaaaaaaaah que merda!  Ainda tenho mais uma aula; hj a noite ...
neutral	3	2001605	TWITTERSRUN MIDIA SPORT DIVULGA AS FOTOS DA aDIDAS iNVERNO sp 2011 ~http 
positive	3	518131	Ainda bem que amanha nao vai ter aula
neutral	3	1086660	Eu quero ganhar o Nintendo Wii que o @user vai sortear dia 27/10 (20:00 hrs); RT e follow @user   ~http  :P
neutral	3	830934	Quero ganhar meu Samsung Star na @user
positive	3	307953	comi brigadeiro e minha tia ta fazendo morango com creme de leite. será que dou conta? oO'
positive	3	337766	Pronto Lele; mari e isa. :) Não; vou esquecer. *_* @user @user @user
negative	3	314846	Ah! @user; o mundo vai acabar e eu nem casei ainda; viu!#querosairdocatitó
neutral	3	1998956	Promo: Concorra 1 Samsung Galaxy 5. Saiba como ~&gt; ~http  #promoção #sorteio
neutral	3	1086665	Eu quero ganhar o Nintendo Wii que o @user vai sortear dia 27/10 (20:00 hrs); RT e follow @user ~http  :P
negative	3	1229550	Fui enganado pelo conceito da marca. Me sinto um idiota completo. Como um MP3 fabricado pela SONY pode ser tão decepcionante!
positive	3	449928	Boa noiite Fiel! ;) #CorinthiansIsBiggerThanCNN @user
negative	3	698321	oi gente; hj me decepsionaram; qando eu descobri que ao meu redor tem poucas pessoas confiáveis  e o resto é tudo gente hipócrita e falsa
positive	3	777194	Estou postando fotinhos no Face ^^
neutral	3	1978460	#sorteio 2 tênis nike fem. cadastre-se no site ~http  participe aqui ~http  (@lojatenisonline) #TwitPromo
negative	3	2185095	Vem cá; sou só eu que odaaaayo quando eles falam "no sony entertainment television"????
neutral	3	1145292	Corram! Lances por R$ 0;50 até o início do leilão de um HD Externo 500GB - Preto - Samsung : ~http  ! #promocao #kuasedegraca
neutral	3	1289947	Clique aqui para chegar é  BING MAPS !!!! ~http  #MTD2010
neutral	3	2536585	Conheça o Samsung GalaxyTab | Techlider - O seu blog de tecnologia ~http 
positive	3	1906183	hoje eu vi uma menininha com um tennis da nike roxo tão lindu *-* rs
negative	3	1112508	Simplesmente inadimissível !!!!! Enquano a Globo; CBF e Nike escalarem o time vai ser isso aí....e 2014 tá chegando....que vergonha!!!
neutral	3	939325	PATRIMÔNIO DO BLOG OS AMIGOS DA ONÇA =&gt; Duas câmeras digitais (Fujifilm JX 280 e Sony Cibershot); três noteboo… (cont) ~http 
neutral	3	1281484	Eu quero o Nintendo 3DS Cosmo Black que a @user está sorteando! ~http 
neutral	3	1179785	Lançamentos Sony para seu iPhone 3GS - ~http 
negative	3	249132	Assistência da Samsung em Florianópolis: além de mentirosa; uma bela porcaria!
neutral	3	617755	alguem ja addicionou a comunidade sony sai de casa #GameFutebol
negative	3	758484	As vezes bate um medo...
positive	3	740565	hooje fui na loja e peguei muuuuuuuuuuuuita roupa! muito bom !!! e depois niver do calvin hauhahaha huhu!
neutral	3	734144	Os dois filhos de Devassa #tuiteumfilmecomdevassa
positive	3	990426	Soulja Boy - Swag Flu (Ft Birdman & Gucci Mane) A Melhor Músicaaa
positive	3	541847	É tempo de Honrar meu Pai; Meu Deus; que amo; creio e confio!
positive	3	64823	Muito Bom ^^ @user ótimo! Adidas faz vídeos interativos em nova campanha: ~http 
neutral	3	281676	indico: @user @user @user @user @user @user @user 4
positive	3	66480	Vamoos ganhaar Vascoooooo
positive	3	92206	gosto do #bigfollow pq eh simples e objetivo ~http 
negative	3	318190	To com muita dor de cabeça :( Que nunca passa...
neutral	3	1304364	A Sony e as suas promoções! ~http
positive	3	660479	Ahhhhh Liindooss  Amoo vcs ! (@fiuk live on ~http )
positive	3	2469977	Quero ganhar um Nike 6.0 que a @user está sorteando! (~http )"
positive	3	1642915	Literalmente muitooo feliz ... ganhei um tenis da adidas mt shou .. adoreiiii*--*
neutral	3	1698979	HD Samsung 1 Tera Sata2; ta na promo HJ; Só R$ 175;00 a vista ~http 
negative	3	1231120	PRESIDENTE DA NINTENDO SE DESCULPA PELO FRACASSO DO 3DS ~ Leitura Games ~http
neutral	3	2001604	TWITTERSRUN o2 DIVULGA AS FOTOS DO ADIDAS SP INVERNO ~http 
negative	3	469363	Véspera de feriado e nem pra turma combinar de ir embora.
positive	3	1842986	Excelente ideia para o natal! Presentei seu amor com a mais nova fragância masculina da Gucci Sport Pour Homme  ~http
positive	3	1296399	"Prazer; Chandler Bing. Do gaélico; Bing significa : Seu peru está pronto. BING. "  - Chandler Sensacional. rs
