sentiment	numberagreed	tweetid	tweet
neutral	3	712229	Heard a rumor that Nike is going to announce the release of the joints Marty Mcfly wore in Back to the Future.
neutral	3	2833051	I found some stars; not in the Sky;but in your heart Mya @user
neutral	3	48487	Do Tweetups Work? Hilton Anaheim Says So ~http
neutral	3	2199472	Added "Some cuts don't heal" to my library. #Wattpad ~http 
neutral	3	157442	If you think you can compete in this new and competitive world of gaming visit our site at mstournaments.com to get the full scoop
neutral	3	2758200	Follow @user for coverage of the Decisions 2010 Virtual Conference for Microsoft Dynamics 5/19-5/20 More Info: ~http 
neutral	3	1410540	I really just wanna hear Racks... Right now... I don't even need the whole song
neutral	3	2562021	For Seel Brand New Samsung UN55B8500 55-Inch 1080p 240 Hz LED HDTV Nairobi | Dealfish Ads ~http 
neutral	3	902892	Camera SONY ALPHA DSLR-A700 DIGITAL CAMERA+16-105mm 8GB KIT Price: $380 USD Online Order: ~http 
neutral	3	1064987	At the market and getting things ready for dinner.  My children are busy with their lives - so it's dinner for one tonight...
neutral	3	1308398	Shorty mad cause I wasn't finna close tha door yeah I'm #petty
neutral	3	277160	So im def Recycling....whats in my closet... So hmm yea
neutral	3	591511	Chillin at ORD airport waiting for my connecting flight to San Antonio should be at the Hilton by 10.
neutral	3	2817510	OMG Alex Day will bleach his hair @ 20K! Charlie; Tom and him will be primary colours! (@stickaid at ~http  ) #Stickaid
neutral	3	2682334	#Flickriver: Searching for photos matching 'cusco 088' ~http 
neutral	3	220361	The next version of Microsoft Assessment & Planning (MAP) Toolkit—version 6.0—now available for download: ~http
neutral	3	1504097	Sammi and I are having din din (@ Sunset Hills Country Club) ~http 
neutral	3	2448422	Marble Experts; Rose Restoration debuted their Expert Marble Care Guide in thd Android Marketplace:  ~http  #marblepolishing
neutral	3	176228	Buy Microsoft Office 2007 Ultimate (76H-00049) :: eCostSoftware.com - UK Software Supplier: ~http  via @user
neutral	3	77070	I need to sell my Gucci 's Cuz I don't even wear them no more #shrugs ~http
neutral	3	1659223	Photo: diewithyourmaskson: PLUS would you REALLY want to go back to a time where you get called beautiful... ~http 
neutral	3	719998	What gucci twitter
positive	3	2095996	Too much fun :)
neutral	3	1896031	I am entering the daily giveaway at #freebers to try to win: Nintendo DSi Console at ~http 
positive	3	89128	oh hello friday? what was that? yes we shall party this weekend... microsoft style
neutral	3	920910	Yes its 5am est. Yes this happened. ~http 
neutral	3	887866	At&t samsung touch screen cellphone for sale | Bellflower | eBay ...: At&t samsung touch screen for sale very go... ~http 
positive	3	326818	First tweet from my new samsung captivate! I love love love this phone!
positive	3	1976263	Happy birthday to my bestfriend ryach  iLove you (: 
neutral	3	534972	I wonder how much Tom Brady is selling his used Audi for.
neutral	3	2305152	VillainROM: the first custom ROM for the Samsung Galaxy S II
negative	3	2507861	wants to know why the weekends seem to go by so quickly!!  :(
positive	3	2867174	Bought the Samsung Droid Charge today. Fantastic phone
neutral	3	3482239	going to the adidas store tomorrow to ask them if they can order the winged runners! :O &lt;3
positive	3	3225503	On way to Sony Liverpool; with Brighton last week and Scotland this; it feels like I've not been there for ages! Looking forward to it!
neutral	3	327932	How does Nintendo move their gear? In a LM Case of course!! ~http 
negative	3	884206	having family problems
neutral	3	2233492	"Google; Apple and Microsoft take top spots in global brand survey  ~http 
neutral	3	2378103	Analyst: Microsoft Is 'Clearly Concerned' About Games Looking Better on PS3: Analysts IndustryGamers spoke... ~http 
neutral	3	18810	Video Game Rentals: With the introduction of new gaming consoles like Xbox 360; PS3; and Nintendo Wii; video gam... ~http
positive	3	1696418	Seeing @user's "Life of Galileo" this afternoon. Just entered and already love design: really economical use of space; love the (1/2)
neutral	3	55916	Looking for a Microsoft Dynamics SL Professional for a New jersey based Company
neutral	3	3060061	This is the latest information from Sony about the playstation network outage.  ~http 
neutral	3	2846283	if you find yourself at a fork in the road; just ask yourself; what would jesus do #wwjd
negative	3	1790226	What a bumsuck.. You're not there for Melody you dumb shithead #theapprentice
neutral	3	1537454	Tge Samsung Galaxy Tab 10.1 is set to revolutionise your world! #samsungTabmy ~http 
neutral	3	976847	Follow me n I will follow back #newfollowers
positive	3	481074	I'm excited for the VMA's tonight
neutral	3	2300915	Get your tix to see JONATHAN AND BPRO at the Larimer Lounge this Saturday! CD Release Party!! Show 9pm; buy tix now ~http 
neutral	3	734610	reminds me of your friend ashley; lol. RT @user what's gucci my nigga?
neutral	3	2237012	Don't block stomach acid ~http 
neutral	3	141779	#NEVERWILLI JUST POP UP OVER MY MANS HOUSE #STALKER
neutral	3	2151134	anyone have any nike air shoes they wanna sell me? size 10 or 11. also some black slip resistant shoes?
neutral	3	641113	National media briefing: Carlisle charity shops' 'snowball scheme'; Prince Charles' charities; K9 Crusaders and the ... ~http 
negative	3	2270432	#ihatenewtwitter ..... miss d old one :'(
neutral	3	2248877	New blog posting; Collection 5403: Implementing Microsoft Windows SharePoint Services 3.0 - ~http 
negative	3	1262653	I've got rope burn from the giraffe fishing rod. And the batteries for the remote control have fallen out.
negative	3	2429933	I think gucci mane is mental
neutral	3	659015	LOOOOL !!!! Cat Yawning - Parry Gripp ~http 
neutral	3	978560	Lenovo Exec Says Samsung Sold Just 20K Of The 1Mn Tablets It ... ~http 
neutral	3	803051	New Mexico and Las Vegas News In Brief | LasVegasOptic.com: Las Vegas police Chief Christian Montaño said ... ~http
neutral	3	1591289	I obviously need to catch up on sleep at some point; so perhaps my body could let me know when that's going to happen...
neutral	3	1457245	The tank isn't allowed to say "good tanking." Especially if he's a lousy tank. #GrimBatol
neutral	3	2423891	Need opinions about Sony Vaio; any good; value for money; any ideas?
positive	3	899817	Man I'm kinda glad Nintendo dropped the 3DS price; the general response at least on twitter seems to be positive.
neutral	3	155068	New blog post: ~http  - Microsoft Partner Readiness Schedule is LIVE
negative	3	2255176	Ugh.! Broo; comb your fuckin hair.! Youre a girl.!!
neutral	3	62229	In Microsoft Publisher 2007 how do you create a publication back and front?:  ~http
neutral	3	363851	Up late night;;
neutral	3	2270305	hey @user; here’s what I’d spend my years worth of free tickets (~http  on ~http  #skgoldenticket”
neutral	3	3137305	Students who would be interested in going to Microsoft on friday Feburay 10 ;2011.  Please contact Mrs.Payne in Murphy hall suite 104 by 2
neutral	3	191732	TODAY IS THE DAY!! Tier Zero Nike X Questlove Dunk High BZ & Strap (415924-601); (434245-700) ~http 
positive	3	2604954	really really hopes my money has gone in so i can go out tonight =D!!
neutral	3	51824	Top of mourning!!! To alll shouts to the KIEMEDIA.COM FAM we got ova 200veiws in 30mins last night!!! On the ATL (cont) ~http 
positive	3	2014160	Check out our featured listings; we have some amazing properties for sale right now!! ~http
neutral	3	169848	OUT AND ABOUT WITH MY TWIN @user
neutral	3	3569820	listening to that gucci gucci now... @user
neutral	3	853712	Wait'n for delisha -
neutral	3	322804	Dear Members;  This coming Saturday the 10th of September; we will be watching the Bolton game together.This will... ~http
neutral	3	1222522	If you find yourself out by one of our stores; stop by and see our feature display celebrating Bellingham fused... ~http 
neutral	3	723195	Dam haven't been on in a while. What's good fam?
neutral	3	3550093	Have Fun While Staying Fit With Nintendo Wii Fit Plus ~http 
neutral	3	288307	Hey eveyone check out Microsoft DreamSpark;a site ran by Microsoft where you can download professional tools and... ~http 
positive	3	2179890	My parents won their quiz night #proud
negative	3	1964583	GD didn't look good arriving from their NZ trip... I hope he is okay...
neutral	3	1855287	Shaun Ryder's got Gillian sussed
neutral	3	1519379	Checkout #couchLock = first 2oz drink of al natural science backed weed enhancer ~http  @user @user @user
neutral	3	1513223	Yahoo; Bing Beat Google in Search Success Rate ~http 
neutral	3	88937	Here's Dominic McDowell's 9th video for his Microsoft Windows Canada DOorDIE competition. Think it's awesome?... ~http
neutral	3	3165258	Buying new mobile. Struggling to decide between my original fave HTC Desire &  contender Samsung Galaxy. Need test drive...
neutral	3	3069600	They gonna have  adidas sweatsuits  on and have those toes out RT @user It's going to be 87* tomorrow so (cont) ~http 
positive	3	90035	MSP Ashishh Khadse : Woo-pie I'm Going for Microsoft Student Partner Boot Camp 2011 @ GOA .............Dream Come True Finally :)
neutral	3	995892	New blog post: how to go to hongkong disneyland from macau? ~http 
neutral	3	2758164	At Microsoft Charlotte for Management Reporter overview w/ @user-artis
negative	3	645200	Second set of Sony earbuds just died. Lasted 6 months just like the first set. Has 90 day warranty. DONT BUY.
neutral	3	2296659	12/20/2010 Playboy NYE 2011 @ Hilton Chicago Only a Limited Number of Regularly Priced Tickets Available! After a... ~http 
neutral	3	770443	Is eating KFC!
neutral	3	707509	Added 2 new pics in the Where's Steve? Series - ~http  (last 2)
positive	3	30917	I love nightmares...don't you? @user ...oh and shants; and  Tuesdays; and white bikinis; and and nike shoe (just one) size 14 &lt;3
neutral	3	2351985	Follow our Manuka Natural remedies blog:  ~http 
neutral	3	919583	For Party Reservations Please Contact.. Sonia at 832-606-7276
neutral	3	768193	More DioR honeY shotS Gucci MartiniS;) LVB styLe!  ~http 
neutral	3	407862	Rollin up to doe so its all gucci dis way
positive	3	2544044	Love how @user is on the twype!!
neutral	3	421443	Where the wild things are=Drake
neutral	3	2421790	$316.0 (36% off) Sony 770W 7.1-Ch. 3D Pass Through A/V Home Theater Receiver at CompSource ~http 
positive	3	1234949	Watching @user zumba is the best thing I have seen all week! &lt;3
positive	3	2674987	I love @user
neutral	3	1346802	Ladies Shoe - North Carolina State Wolfpack Women's Grey adidas Originals Vintage Mascot Footb.... Read it now at ~http 
neutral	3	90813	Software New: Microsoft Word 2007: Shortcuts with Macros ~http
positive	3	2471521	just been having fun acting out a potential CBeebies character to the kids. Haven't laughed so much in an age! Writing can be fun!
negative	3	2533350	so ill but have to go to work; please let people not be jerks today...
neutral	3	287801	Legally install Microsoft Office Professional on up to 5 devices
neutral	3	2782415	Thats the way all twins should start their Career - The Gong Show is an amateur talent contest franchised by Sony Pi... ~http 
positive	3	356249	Just found a $50 check from my birthday...awesome.
neutral	3	3160687	Microsoft Press sponsor Live Blogging at the Microsoft SharePoint Conference:   Those nice folks at Microsoft Pr... ~http 
positive	3	1572662	yaas i got my twitpic thingy right again!
neutral	3	621094	&quot;An error occurred starting Starcraft II. Please try again.&quot; What does it mean ?  @ bigblimp.com - ~http 
neutral	3	489048	I posted a new photo to Facebook ~http 
neutral	3	1922165	'TDI' Community TM appeal by VW; Audi fails ~http  Descriptive; non-distinctive and no acquired distinctiveness through use
negative	3	12531	:( I miss Brandon
neutral	3	1603653	Photo: simplybasketball: ~http 
neutral	3	1804085	SMS Marketing: How to Harvest Your Customers' Mobile Details: by Bill Hilton SMS marketing is a huge growth area... ~http
neutral	3	2304887	Microsoft teases a WP7 version of the Samsung Galaxy S II; plus new handsets from Fujitsu; ZTE and ~http 
neutral	3	3059460	LeaderQuest is now offering discounts on Microsoft training to any. Microsoft Partner.
negative	3	2473564	worried about a possible gum infection.
neutral	3	165560	#liodph Let the expert from IDC show you the things to expect in 2011 and how to use these information to keep your business at the top.
positive	3	756836	The movie Dolphin Tale looks so stinkin' cute. I remember when the story came out. Gives you that warm & fuzzy feeling. 
neutral	3	1524847	I'm getting ready to move fast don't miss the move
negative	3	404240	I feel like death
neutral	3	1354288	What is they doing
neutral	3	2780762	New blog post on ~http  - Nike have got some helpful new apps
positive	3	768092	BuRR;) RT @user @user Nice pic with Gucci !
neutral	3	89734	Just Published: Beyond the Banner Ad and Commercial: Microsoft and Nielsen Connect TV and Online Audiences ~http
neutral	3	2653304	I'm wondering  which all the #McLaina s' choices are tonight.
neutral	3	1726433	Coach Joyner and Coach Worthy full on Popeye's checking in at Nike Nationals.
positive	3	524635	This is how I roll ! Dam right
positive	3	2687882	I love looking in my account and there being way more money than I thought; thank you studylink; I love you.
neutral	3	625450	School is right around the corner and the Fall Career & Internship Fair is Sept. 15; 4:30pm-8pm. For more info: ~http 
neutral	3	3232479	still cant decide whether I should be using my samsung omnia or my Nokia E90 communicator - what do you think ?
neutral	3	429460	"If you hear a voice in your head say "you cannot paint"; then by all means paint. and that voice will be silenced."
positive	3	539407	Yoh! Can't remember the last time I laughed so hard! Thank u Sony Max
neutral	3	2509231	Be relentless: the tolerance the world is trying to conform us to is a lie & doesn't bring peace. Stand firm on the truth; the Word wks 24/7
neutral	3	1396797	I never had ah job; you know I sold that....
negative	3	905913	Oh wow;  an Arcade Fire song that I don't like. Never thought I'd find one.
neutral	3	2022359	So just let me introduce myself. My name is Humpty.
positive	3	1887912	Finally watched the season finale of Castle...it kind of blew my mind! Can't wait for fall T.V. to start again and it's barley summer!
negative	3	1670043	That new goddamn BING commercial airing all over the internets is driving me fucking crazy #fuckBING
neutral	3	2562042	Iv done it thrice;my first boyfriend; a crush and an ex
neutral	3	833438	I just bought a Crowbar in #MobsterWorld ~http 
neutral	3	3291232	the last time i saw a California girl with Daisy Dukes and a bikini top was Paris Hilton and Nicole Richie in The Simple Life...
negative	3	1982981	So; now 40% chance of rain means 100%?? :-/ Just washed my car tho. Smdh.
positive	3	3343701	So loving this Samsung Infuse!
positive	3	1530603	I love next to you love it so much @user
neutral	3	902907	Laptop SONY vaio js270j/q 20.1" all-in-one desktop intel core 2 duo Price: $339 USD Online Order: ~http 
positive	3	692866	Hanging out on the deck at Covecrest; it's good to be home.
neutral	3	797985	Last call!! Save $30 at Aardvark Sports Shop in Bethlehem. #lehighvalley #running #runners ~http
neutral	3	788279	First Rule of Pimpin: you cant lie
neutral	3	1603427	Lil’ Wayne talks about jail; sizzurp & music with Paris Hilton in Interview MICKEYGUN ~http 
neutral	3	1572148	#crj104 Retribution holds offenders personally responsible; they get their "just deserts."
neutral	3	331137	Suburban Chicago Hilton to Pay $195;000 to Resolve National Origin Harassment Suit - ~http  #fb
neutral	3	2480812	Brazil Extends The IOF Tax To Loans Of Up To Two Years ~http
neutral	3	3360210	Michael J. Fox Was Just On David Letterman Talking About The 2011 Nike Mags...
neutral	3	1740106	did p diddy/puffy/puff daddy just change his name again??? to diddy money?!?!? #americanidol
neutral	3	2115255	Gucci Handbags Pelham Shoulder Bag Black 203624:  Gucci Handbags Pelham Shoulder Bag Black 203624 Product Descript... ~http 
neutral	3	3159718	Verizon Wireless Samsung Network Extender SCS-26UC4 - by Samsung ~http 
positive	3	683684	Looking forward to watching the game tomorrow Celtics vs The Heat #TeamCeltics
neutral	3	1632907	HEY ! Microsoft Forefront Security In Action ! SAY NO TO HACKERS ! ~http 
negative	3	2674948	“@alihartzell: being sick in the summer sucks!! :((”. :(((((!!!!
positive	3	230223	Now Kevin Hart Seriously Funny just came on..I can't turn this one off either..so much for goin to bed early!
neutral	3	731943	This Saturday @user at #ithacabrewfest is the place to be. Come play where's Waldo with me 
neutral	3	2429980	Latif puts the cash in cashflow
neutral	3	1040976	Is Sony liable to third parties for PSN outage? Ars explores the damage ~http 
positive	3	1768748	You guys have no idea how happy I am. This manga is &lt;333333
neutral	3	17243	Director of Bing Discusses Holistic Search and Clickstream Data - Whiteboard Friday: Posted by Aaron Wheeler A l... ~http
neutral	3	1112853	Photo: aliejay: ~http 
neutral	3	908484	I've lived with 4 men that have made it to the nfl. #luckyduck
negative	3	1572830	I'm going to kill you @user
positive	3	231321	just ordered the sexiest nike customized trainers; ahhh &lt;3 #shoetweets
positive	3	2850095	Reinstalling Windows XP reminds me just how far Microsoft have come. Thank goodness I don't have to reinstall anything older.
neutral	3	225130	you know when your at college & your bestfriend is at your house drinking coffee! :\ #laughoutloud.
neutral	3	2783412	I wanted a HTC phone; then I decided I wanted an iphone and now i think i want the Samsung Galaxy SII - will see what @user can do when i ring
positive	3	1809580	Good Morning Twitter ! (: church time!
negative	3	2712379	makes me cringe when people put 'bieber' as there last name &gt;&lt;
positive	3	1297794	cool story bro!
neutral	3	2640354	Just voted The Guild for Best Online Video Web Series ~http  #openwebawards
positive	3	2233873	What an interesting product; Samsung did a great job with the Smart TV!! Stunning model as well :) #samsungsmarttv
positive	3	1179199	So grateful to have met all these amazing people over the last few weeks!
neutral	3	2233521	"Apple Doesn't Need Samsung Anymore ~http  Animosity between the two vendors will change the way they do business"
positive	3	1058711	Let's go heat
negative	3	1883565	#Syracuse The refs in this game are bullshit. Let's go #SU
neutral	3	2363698	VIDEO: New Toy Building Sets ~http 
neutral	3	1273660	Just posted a photo ~http 
positive	3	2724544	my timeline is FULL of beyonce being pregnant :') wowww! :D
neutral	3	109069	Watch new Partner Webcast Series on Microsoft Parnter Network Community website. ~http
neutral	3	380423	#amazon #10: Sony Cyber-shot DSC-HX9V 16.2 MP Exmor R CMOS Digital Still Camera with 16x Optical Zoom G... ~http  #camera
neutral	3	3030857	I've listened to Gucci Mane; if that counts
positive	3	1046743	In love with her! :)
negative	3	590686	So I get spammed by the u of m about all this #bs and I don't get an email about tuition being due!
neutral	3	634328	Question 4 All the ****ing 30stm fans? What's the best version of hurricane: with or withour KAyne West?! @user @user
positive	3	2677682	A music video that will take your breath away: ~http  #visuallyastounding
neutral	3	2417535	just joined a video chat with 17 other people at ~http  #tinychat
positive	3	60332	“@TheSteffieKayy: @user @user  We looove Gucci Man! We Looove @user!!!!!!” hell yeah!
positive	3	1658232	I love you @user
negative	3	2972263	I hate those boys that wear Adidas & Nike sweats just so they can show off the brand! boy its friggin hot outside!!! stop playing -__-
negative	3	348808	Can't quite believe how expensive the new Microsoft office software is. Let's hope me old CD works!
neutral	3	416398	LOLLYPOPS FUND..Making Kids with Cancer Smile is hosting their 1st Charity Ball on 26th Nov at Hilton Dartford Bridge Hotel; tickets £45 x
positive	3	1855134	IS THAT A VINTAGE GUCCI VILE NECKLACE U HAVE ON?!?....Damn baby.Now thats flava!....im impressed
neutral	3	797189	test update
neutral	3	159644	This song with gucci n waka I'm guessing is called get out my lane or ferrarii boys
neutral	3	1685941	I know yall fuckin wit the homie @user and Gucci mane on dat #FreeBricks mixtape #FreeBandGang
neutral	3	1043968	If I asnt jamaican I'd feind for rice and peas all the time
neutral	3	205473	Oem software microsoft visual studio 2010 beta 2: Chances are slim; but if reduce sofrware noise beta fix ... ~http
neutral	3	110468	#Aries is not competitive because to an Aries there is no one else they are always #1.
neutral	3	1933012	Watching titanic while my city burns?....oh the irony of fire and ice #londonriots
negative	3	2623464	perez hilton is really annoying to follow :S
neutral	3	155090	New blog post: ~http  - Compliancy Enhancements Whitepaper for Microsoft Dynamics AX 2009
neutral	3	2541597	amzilla4 asked: who would you rather sleep with Paris Hilton or a Hobo? ~http 
neutral	3	2230213	Playstation 3 and Samsung Galaxy S both now priced at about Rs 16500 each. #wow
neutral	3	1473408	News: Hilton Hotels & Resorts opens second Hotel at Heathrow Airport: Celebrity Chef Cyrus Todiwala and Imagine ... ~http 
positive	3	1422182	God is good in spite!
positive	3	1427117	I just want to cry seriously so happy! Must go now; annoy all the IT lot tomorrow with my tale!:D
neutral	3	251484	I just voted for @user against @user in the #DefJamRapstar Tweet Battles. Vote here ~http 
neutral	3	1798849	Trent Reznor – "The Social Network" OST [The Null Corporation]: ~http 
neutral	3	2492730	Driving back from DC
neutral	3	3390657	Recession 101: bill gates started  Microsoft in a recession- lamar advertising billboard.
neutral	3	1944746	In case you Americans wonder what my last tweet was about; the answer is 42. As always.
positive	3	105816	I LOVE HIM :) &lt;3&lt;3
neutral	3	1165488	Kicking off #AdClub Media Innovation Day  ~http 
neutral	3	656005	“@SoleControl215: Marty McFly’s Closet – Nike MAG ~http  &lt;&lt;&lt; @user
neutral	3	155087	New blog post: ~http  - Microsoft Exchange 2010 Ignite Workshop open for Registrations
neutral	3	481733	"Ask not what your country can do for you; ask what you can do for your country." JFK
neutral	3	488740	Sleeping in high Nike socks&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
negative	3	2575064	The ADIDAS Crewneck is a large i made a mistake!
positive	3	2302931	Woot woot! A- in math exam! :D
neutral	3	2349223	Amazon.com: Samsung Galaxy Tab (Verizon Wireless): Cell Phones & Accessories ~http  | I may get one.
neutral	3	87182	Guillermo Bort; former head Microsoft Latin Amer; CEO Trebol Pampa (main blueberry export to world) ~http  #EP12globalresidency
positive	3	2770312	#xfactor Janet was AMAZE!! So sweet!! :)
neutral	3	1723503	What are the best Nintendo DS game for girls?
positive	3	2774535	I liked a @user video ~http  Nyan Cat [Navi Hey Remix]
neutral	3	1771926	Check out my Youtube LadyG256 Gucci Bag
neutral	3	663782	Which is best for a K teacher to take great; quick pics? Canon PowerShot ELPH 300 HS or Sony Cyber-shot DSC-WX9? #kinderchat #digitalcamera
neutral	3	2465851	hi;i am on tweet
positive	3	1373830	Pretty pumped about becoming a political genius from this semester.#determined
neutral	3	2248469	Update: Get Stuff FREE! Never Pay For The Latest Gadgets EVER AGAIN!..FREE iPod; FREE PS3; FREE Nintendo DS! ~http 
neutral	3	89696	Following Le Tour de France? Make sure you check out Bing maps great app showing all the 2011 route details: ~http
negative	3	2624150	So fed up of my landlord an estate agent thinking that just because I'm a stuffy they can pull wool Over my eyes.  #landlordhell
neutral	3	1724699	Can yu say 2011 Nike mag ... I need them @user ..!
positive	3	2275269	My favorite Sony product is _PS3_ because_it makes my life that much better_. #questionoftheday
neutral	3	2302857	Yes thhey should
neutral	3	1343675	Copped!!!  #CaseClosed RT @user NEWS: Nike SB Dunk Low - 'Neon J-Pack' | New Images ~http 
neutral	3	2708201	Back to the doctors.
neutral	3	1309235	What's gucci 4am..we meet again...
positive	3	1617235	Putting my dope car on the road hopefully tomorrow;if plans turn out!! Its pretty awesome with the Sony system I just bought!!
neutral	3	113027	What's Gucci my nigga?? What's Louie my killa?? - kayne
neutral	3	2059229	#childhoodmemories ponytails sitin on top of my head; greasy face; and lil nike jogging suits w/ athching sneakers.
positive	3	2322113	I heard London calling on my way to Cape Town so went into the city during my lay over at Heathrowe.  Beautiful Sunday afternoon in London.
positive	3	678322	Happy Mother's day to all the moms out there! We appreciate you!
neutral	3	3577194	Paris Hilton talking about reading books? I think her twitter account has been hacked.
neutral	3	166974	Black flies are buzzing about southern MI: ~http 
neutral	3	1191806	I just completed the HARDBODY HQ workout with Nike Training Club. Join the club ~http 
neutral	3	653012	Are you ready for the @user lecture & lunch @ the Hilton Baton Rouge Capitol Center this Friday? Call 225.389.7210 for tickets.
neutral	3	308583	What Microsoft Must Reveal About Windows 8 At BUILD: Microsoft will showcase Windows 8 for the first time at its... ~http 
neutral	3	901813	The ppl who CLAIM they the realest be the fakest ones HA
neutral	3	2248607	used sony vaio e series WHITE warranty till 02/2011 ~http
neutral	3	2949948	#FF @user the gucci mane cowboy
negative	3	93472	This sucks on the weekend i need my car most i dont have it !
neutral	3	165090	Locality Network Events - Learning Disability PB ~http  #vr4smallbiz
neutral	3	2421217	downloading and testing ubuntu 9.04 beta
negative	3	2944990	Has too much blue sky thinking left Steve Hilton with his head in the clouds? ~http 
neutral	3	1074847	Lookin at my Gucci it's about that time
neutral	3	2758666	9am and beer been given to me already #friday ~http 
neutral	3	139983	ancun Hotel Zone  $99: Over Half Off + FREE UPGRADE! from $99. Deal ends 9/6. ~http 
negative	3	1302258	... Mfs Aint Shit ..
neutral	3	147923	He buy me Louis; I buy him gucci sneaks. I got his homies saying..."I got him on a leash".
neutral	3	88971	Click. Click. Do you know the answer now? On this day in 1983; Microsoft introduced the 2-button mouse.
neutral	3	1324313	Im jus tryna serve my purpose
negative	3	1443221	women are just selfish bitches. they only care bout themselves and have no consideration for you. #KarmasABitch
negative	3	305602	The last 30 minutes always drag by.
neutral	3	2565556	Headed to dance and P.E. Ed class....
positive	3	136950	Happy Birthday! #20thJinnieDay
neutral	3	96809	Using Twitter to spot the new Nike and Gap Ice Cream Trucks aka the branded food cart trend. ~http
neutral	3	2065451	Trying to decide on my '10 summer scent. The new gucci sport or the the new yves saint laurent!!! ...
positive	3	1002413	"@MrMeatnuggets: @user sweet if there a pic post it on Flash Mountain! LOL!!!" Good one. Love it!!
neutral	3	1501009	New Page: Microsoft Exchange for iPhone ~http 
negative	3	457931	O_o How could NINTENDO not notice that the fan in my Wii was BROKEN? I JUST sent it in a week before this happened!
positive	3	1570087	Saturday Night is gonna b hella fun! you know you wanna b there 2 scream your lungs out and show your &lt;3 4 #MurderDrome ~http 
neutral	3	1303936	One year after the BP disaster; tell the President no new drilling: ~http  #BP #Gulf #oilspill
neutral	3	3045048	Fresh on nike shoes: Top Men of Fashion and Style Trends – Hats
positive	3	1217810	Thanks Simon - it's much appreciated!! RT @user @user I'm def voting for you guys. Hands down. #IDMAs
neutral	3	1834077	Nike Golf Clubs - Reviews and Reader Opinions: Clearly Nike golf clubs are used by a lot of pros. Read my review... ~http 
neutral	3	920550	[App] Microsoft Office 2010 Black Edition (x86/x64): Type: App LinkPlz.com ~http  LinkPlz.com
positive	3	1964299	Just $10.00 buys a copy of Nicky and the Princess for a Special Olympian.  Help me give them a copy for Christmas!
neutral	3	887856	Samsung SCH-W689 dual-SIM cellphone: By Paul Briggs - 09/09/2011 12:45:32 PM Samsung has come up with a new dual... ~http 
negative	3	246023	2 hours on @user tech support Wed. Used back up phone & after adding my SIM back 2 Samsung Vibrant I still lose service. Phone sucks
neutral	3	1194891	It's like a techno-soap-opera. Google and Microsoft cat fight via @user ~http 
neutral	3	2603557	Nike + Japanese People + Macintosh (What do you get?) Nike Music Shoe ~http 
neutral	3	994810	jus got off work bout 2 watch insidious or sumthn hit a nigga up
positive	3	3008837	Ayy Dallas too!!!! RT @user #memphisfact everybody bump yo gotti gucci mane and waka flocka
neutral	3	2298720	Bright Bites Daily Dental Dog Treats Cool Peppermint Flavor are a fun way to help control plaque and tartar in... ~http 
neutral	3	2586288	Lenmar NMH2000 Battery for sony NP-55; JVC BN-V50U; Panasonic HHR-V20A (Electronics)By Lenmar    ... ~http 
neutral	3	191631	Who's coming out? Share your AF1 Story @ the Nike Video Booth Sat. Sept.10 @user Toronto ~http
neutral	3	902849	Camera SONY ALPHA DSLR-A700 DIGITAL CAMERA+8GB KIT NEW Price: $320 USD Online Order: ~http 
neutral	3	2129368	At the first Microsoft Store Opening ~http 
positive	3	944303	Happy Birthdayy @user! I hope you have an amazing birthday c:
neutral	3	876702	listen to Cut Chemist - Adidas to Addis at ~http  @user
neutral	3	143337	I posted a new photo to Facebook ~http 
negative	3	1733669	That's not fair; I'm in Toronto ... I don't think I'll make it to the Anatole Hilton in 10 minutes :(
negative	3	2742354	is a dumb dumb dumb dumb dumb dumb dumb dumb girl.
positive	3	1773442	Playing Nancy Drew OuO I love these games!
neutral	3	843357	Saw a dude in a green "i be on my grind" tshirt with adidas pants n beat up shoes. who u borrow that from
neutral	3	3332150	IIHS bestows Audi A6; VW Passat with Top Safety Pick award ~http 
neutral	3	2874266	My bunny Gucci thinks hes a dog ~http 
neutral	3	2756803	You should check out text from last night. @user
neutral	3	248601	Why Microsoft is Buying Skype for $8 Billion ~http
neutral	3	2973281	Is the Samsung Galaxy right for you? ~http  #review #technology #samsung #apple
neutral	3	2482945	Music Flow
neutral	3	2739539	I am watching Misfits; Episode One (S01E01). ~http 
neutral	3	2295147	Certify Dumps offer free dumps of Microsoft MB6-513 study questions to check the quality of our MB6-513 study ~http 
negative	3	1600832	save me from this crap
neutral	3	1951057	i wanna have: a ripstick.and a samsung corby N150 netbook.and one of LJ Smith's books.
positive	3	2291316	purdue just sent me a letter saying i have guaranteed acceptace and an $8000 scholarship. #alwayswinning.
neutral	3	2421820	$313.14 (37% off) Sony Used MDR-Z1000 Studio Monitor Headphones at Beach Audio ~http 
neutral	3	3045042	Fresh on nike shoes: The Benefits of Self Cultivation for Women
neutral	3	3206718	OFF 30% Shoes air jordans  Nike for cheap  Only $55 OFF 30% Shoes air jordans  Nike for cheap  Only $55 ~http 
neutral	3	2070412	Poolside Series - Weekly Podcast with quality house music! tune in and enjoy ;) ~http  via @user
neutral	3	1371781	NEW POST Madre Minutes ~http
